title,avg_hours_watched,avg_hours_streamed,avg_streamers,avg_viewers,avg_channels,app_id,release_date,reviews_total,review_avg_percent,launch_price_cents,dataset_est_rev_cents
Hellblade: Senua's Sacrifice,826747,25504,5442,1116,34,414340,2017-08-08,49005,91.0,2999,146965995
Hello Neighbor,457077,3416,1010,617,4,521890,2017-12-08,9439,84.0,2999,28307561
Hello Neighbor 2,1190993,17856,8940,1602,24,1321680,2022-12-06,1412,73.0,3999,5646588
Hellpoint,973262,20878,2475,1309,28,628670,2020-07-30,2244,77.0,3499,7851756
Heroes of Hammerwatch,482577,9716,1256,649,13,677120,2018-03-01,6612,87.0,1199,7927788
Hexen: Beyond Heretic,172767,99,22,232,0,2360,1995-10-01,562,87.0,499,280438
Hi-Fi RUSH,1238104,77184,19251,1845,115,1817230,2023-01-25,15338,97.0,2999,45998662
Hide Or Die,289859,6025,1301,390,8,731620,2020-05-01,1182,56.11,2499,2953818
Hitman: Blood Money,93954,860,260,126,1,6860,2006-05-30,9558,93.0,999,9548442
Hob,153619,4718,986,206,6,404680,2017-09-26,3961,89.0,1999,7918039
Hobo: Tough Life,1130877,8649,1243,1572,12,632300,2021-04-12,6013,83.0,2999,18032987
Hogwarts Legacy,16842526,978880,121568,24875,1423,990080,2023-02-10,153204,92.0,5999,919070796
Holdfast: Nations At War,502041,2178,703,698,2,589290,2020-03-05,20358,90.0,1999,40695642
Hollow Knight,733038,55197,8264,1003,75,367520,2017-02-24,266770,97.0,1499,399888230
Home Sweet Home,435551,3524,921,593,4,617160,2017-09-27,2843,88.0,1699,4830257
Hood: Outlaws & Legends,3438877,83471,11228,4628,112,927350,2021-05-10,5282,52.0,2999,15840718
Hot Lava,422810,3772,1410,588,5,382560,2019-09-19,4423,93.0,1999,8841577
House Flipper,643144,16967,3799,871,22,613100,2018-05-17,68401,93.0,2499,170934099
House Party,232757,374,167,313,0,611790,2022-07-15,12353,87.0,2499,30870147
Human: Fall Flat,414002,10386,4179,562,13,477160,2016-07-22,144013,94.0,1999,287881987
Hunt: Showdown,2149006,117086,10008,2959,160,594650,2019-08-27,133530,83.0,3999,533986470
Hurtworld,217722,13168,1728,293,17,393420,2019-12-10,23824,76.0,2499,59536176
Hyper Light Drifter,256429,11517,2670,356,16,257850,2016-03-31,13059,94.0,1999,26104941
I Am Fish,2118731,14470,4116,2946,20,1472560,2021-09-16,1291,76.0,1999,2580709
I'm on Observation Duty 5,763732,5160,1358,1027,6,1850550,2022-05-13,516,96.0,999,515484
INSIDE,1006447,13111,4040,1354,17,304430,2016-07-07,44707,96.0,1999,89369293
Idol Manager,1070246,5274,784,1440,7,821880,2021-07-26,3058,87.0,1999,6112942
Immortal Redneck,402083,4471,923,541,6,595140,2017-04-25,1966,91.0,1995,3922170
Immortal: Unchained,428410,4306,704,595,5,369440,2018-09-07,622,66.0,4999,3109378
Immortals Fenyx Rising,2417821,42540,4458,3274,57,2221920,2022-12-15,1175,64.0,5999,7048825
Imperator: Rome,759356,9003,1209,1056,12,859580,2019-04-25,16598,59.0,3999,66375402
In Silence,1797162,25116,8862,2446,34,1361000,2021-10-29,8775,79.0,999,8766225
In Sound Mind,826394,11680,1434,1112,15,1119980,2021-09-28,2437,95.0,3499,8527063
Indivisible,626849,17422,2210,843,23,421170,2019-10-08,1942,73.0,3999,7766058
Infliction,419368,2271,730,564,3,692100,2018-10-18,579,82.0,1999,1157421
Inscryption,1425827,41802,6845,1953,56,1092790,2021-10-19,87197,97.0,1999,174306803
Inside the Backrooms,1037452,27830,10077,1408,37,1987080,2022-06-20,29788,85.0,699,20821812
Insurgency: Sandstorm,612790,27906,6363,824,37,581320,2018-12-12,85036,86.0,2999,255022964
Internet Cafe Simulator,702992,4627,1454,977,6,1136160,2019-10-25,7518,74.0,999,7510482
Internet Cafe Simulator 2,4014396,18589,5236,5667,25,1563180,2022-01-07,8663,73.0,1999,17317337
Into the Breach,671691,12583,2558,944,17,590380,2018-02-27,14654,94.0,1499,21966346
Intruder,256499,1117,348,345,1,518150,2019-03-01,4365,90.0,1999,8725635
Iratus: Lord of the Dead,479715,4009,576,645,5,807120,2020-04-23,5834,85.0,2999,17496166
Islands of Nyne: Battle Royale,860606,25139,4229,1188,34,728540,2018-07-12,6801,50.0,2499,16995699
It Takes Two,2378337,78243,15210,3259,107,1426210,2021-03-25,112337,95.0,3999,449235663
Jagged Alliance 3,1512792,17360,1295,2036,23,1084160,2023-07-14,3762,86.0,4499,16925238
Judgment,729838,13075,1192,995,17,2058180,2022-09-14,4202,95.0,3999,16803798
Judgment: Apocalypse Survival Simulation,241637,2042,283,325,2,455980,2018-05-03,1934,80.0,1999,3866066
Jump King,1719298,10606,2642,2337,14,1061090,2019-05-03,9266,90.0,1299,12036534
Jurassic World Evolution,3617965,64744,8640,5025,89,648350,2018-06-12,45184,86.0,4499,203282816
Jurassic World Evolution 2,2531647,50663,5238,3521,70,1244460,2021-11-09,17053,86.0,5999,102300947
Just Dance 2017,152681,1069,304,213,1,446560,2016-10-27,1790,78.0,4999,8948210
Katana ZERO,665019,10328,2607,924,14,460950,2019-04-18,52203,98.0,1499,78252297
Kena: Bridge of Spirits,2260456,93673,12867,3125,128,1954200,2022-09-26,8918,92.0,3999,35663082
Kenshi,544846,9606,952,748,12,233860,2018-12-06,60754,95.0,2999,182201246
Kerbal Space Program,303567,9968,1386,416,13,220200,2015-04-27,94120,95.0,3999,376385880
Kerbal Space Program 2,630625,8538,2304,939,12,954850,2023-02-24,13647,51.0,4999,68221353
Killer Frequency,740854,12342,2857,1030,17,1903620,2023-06-01,778,95.0,2499,1944222
Killer Instinct,250688,7522,2196,342,10,577940,2017-09-27,3642,91.0,3999,14564358
Killing Floor 2,216266,42500,13175,297,58,232090,2016-11-18,74868,89.0,2999,224529132
Kindergarten,251621,426,135,349,0,589590,2017-06-15,6368,96.0,499,3177632
King Arthur: Knight's Tale,853900,9175,683,1149,12,1157390,2022-04-26,4519,83.0,4499,20330981
Kingdom Come: Deliverance,1650694,35041,4063,2383,49,379430,2018-02-13,83511,82.0,2999,250449489
Kingdom Two Crowns,461244,7162,1208,620,9,701160,2018-12-11,16344,91.0,1999,32671656
Kingdom: New Lands,205401,3516,775,276,4,496300,2016-08-09,8224,87.0,1499,12327776
Kingdoms and Castles,318350,3284,931,428,4,569480,2017-07-20,24196,92.0,1499,36269804
Kona,148057,2067,536,199,2,365160,2017-03-17,2223,82.0,1499,3332277
L.A. Noire,573758,6907,1246,783,8,110800,2011-11-08,24582,85.0,1999,49139418
Last Epoch,1605286,28127,2629,2160,37,899770,2019-04-30,19160,84.0,3499,67040840
Last Oasis,3538515,68418,3951,4871,93,903950,2020-03-26,19965,63.0,2999,59875035
Last Tide,356133,3285,1057,479,4,858590,2018-08-27,960,64.0,2499,2399040
Last Year,950451,12018,2068,1291,16,1195460,2019-12-09,9097,61.0,1999,18184903
Late Shift,301352,1651,661,418,2,584980,2017-04-18,6907,87.0,1499,10353593
Layers of Fear,318005,8484,2880,442,11,1946700,2023-06-15,576,73.0,2999,1727424
Left 4 Dead,265959,1143,405,357,1,500,2008-11-17,41000,96.0,999,40959000
Left 4 Dead 2,402067,27224,7008,547,36,550,2009-11-16,564441,97.0,999,563876559
Life is Strange 2,419825,12219,3166,568,16,532210,2018-09-26,27536,80.39,799,22001264
Life is Strange: Before the Storm,379148,12715,3504,520,16,554620,2017-08-31,31993,93.0,1699,54356107
Life is Strange: True Colors,3298523,98393,12131,4587,136,936790,2021-09-09,9275,89.0,5999,55640725
Like a Dragon: Ishin!,1811007,43698,4690,2645,62,1805480,2023-02-21,2627,83.0,5999,15759373
Line of Sight,148671,2974,615,200,4,436520,2017-01-31,9117,59.0,999,9107883
Little Misfortune,701991,3832,1198,944,5,714120,2019-09-18,6710,91.0,1999,13413290
Little Nightmares,924588,37290,10515,1289,52,424840,2017-04-27,36451,94.0,2999,109316549
Little Nightmares II,3285441,95606,18557,4716,136,860510,2021-02-10,23544,94.0,3999,94152456
Loop Hero,6219389,96115,12397,8370,129,1282730,2021-03-04,29276,93.0,1499,43884724
Lost Judgment,1774588,24769,1437,2431,33,2058190,2022-09-14,2833,95.0,5999,16995167
MISTOVER,356455,7075,865,479,9,909510,2019-10-09,1159,50.87,2999,3475841
MORDHAU,2130969,65637,12049,2891,88,629760,2019-04-29,88557,81.0,2999,265582443
Mad Games Tycoon 2,823687,2441,361,1227,3,1342330,2023-05-31,4554,93.0,2499,11380446
Mad Max,210526,6291,1411,288,8,234140,2015-09-01,43796,91.0,1999,87548204
Madden NFL 21,2518543,242328,27709,3463,332,1239520,2020-08-27,5119,53.66,5999,30708881
Madden NFL 22,2008481,202747,30880,2764,278,1519350,2021-08-19,5369,57.0,5999,32208631
Madden NFL 23,1952361,352094,64530,2683,484,1760250,2022-08-18,4130,52.0,5999,24775870
Made in Abyss: Binary Star Falling into Darkness,996544,9516,872,1386,13,1324340,2022-09-02,1188,77.0,5999,7126812
Maelstrom,412819,5043,916,574,7,764050,2019-09-20,2439,82.0,1999,4875561
Mafia,207106,867,138,287,0,40990,2002-08-28,7077,89.0,1499,10608423
Mafia: Definitive Edition,3240675,64473,8852,4482,88,1030840,2020-09-24,44916,86.0,3999,179619084
Maneater,2414797,49778,7754,3250,66,629820,2021-05-25,9016,89.0,3999,36054984
Marauders,1485441,37609,4388,1998,50,1789480,2022-10-03,10346,76.0,2999,31027654
Marble It Up!,328398,592,218,456,0,864060,2018-11-16,571,94.0,2999,1712429
Martha Is Dead,979933,13133,3545,1372,17,515960,2022-02-24,1686,80.0,2999,5056314
Marvel vs. Capcom: Infinite,956626,9042,2499,1314,11,493840,2017-09-19,1741,63.0,5999,10444259
Marvel's Guardians of the Galaxy,2567487,60027,6943,3490,81,1088850,2021-10-26,22790,94.0,5999,136717210
Marvel's Midnight Suns,1986127,54569,5128,2673,73,368260,2022-12-01,9164,81.0,7999,73302836
Max Payne 3,981768,2633,475,1321,3,204100,2012-05-31,38792,85.0,1999,77545208
MechWarrior 5: Mercenaries,588950,17977,1726,792,24,784080,2021-05-26,7336,83.0,2999,22000664
Mechabellum,1141060,9008,855,1547,12,669330,2023-05-11,3369,89.0,1499,5050131
Medieval Dynasty,1256631,31263,3015,1731,42,1129580,2021-09-23,26153,90.0,3499,91509347
Meet Your Maker,997977,35094,8763,1388,48,1194810,2023-04-04,2472,73.0,2999,7413528
Mega Man 11,838410,10853,2083,1137,14,742300,2018-10-02,3066,91.0,2999,9194934
Metal: Hellsinger,1324841,40926,15020,1842,56,1061910,2022-09-15,9268,97.0,2999,27794732
Metro Exodus,2118703,61250,9792,3094,88,412020,2019-02-14,79807,89.0,5999,478762193
Midnight Ghost Hunt,2071385,31511,7564,2880,43,915810,2022-03-31,4504,80.0,1999,9003496
Mighty No. 9,263376,4960,1309,359,6,314710,2016-06-21,1736,58.0,1999,3470264
Minecraft Dungeons,5090928,252266,41560,6898,344,1672970,2021-09-22,7648,91.0,1999,15288352
Miscreated,477734,9926,1329,655,13,299740,2018-12-18,23209,67.0,2999,69603791
Mist Survival,307401,5247,1062,413,7,914620,2018-08-15,10616,80.0,1099,11666984
Monster Hunter Stories 2: Wings of Ruin,3291372,137162,8874,4429,184,1277400,2021-07-08,9922,81.0,5999,59522078
Monster Hunter: World,2889184,163908,20777,3976,224,582010,2018-08-09,231924,87.0,2999,695540076
Monster Train,1789647,19848,2184,2451,26,1102190,2020-05-21,16396,96.0,2499,40973604
Monstrum,123428,514,186,168,0,296710,2015-05-20,2489,92.0,1799,4477711
Moonlighter,630662,15555,3214,859,21,606150,2018-05-29,12446,83.0,1999,24879554
Mortal Kombat X,423888,20327,5543,578,27,307780,2015-04-13,32039,86.0,5999,192201961
Mortal Online 2,717914,21161,1001,1069,31,1170950,2022-01-25,7984,61.0,3999,31928016
Mortal Shell,2330174,38711,6493,3135,52,1110910,2021-08-18,4708,72.0,2999,14119292
Motorsport Manager,1471016,3565,390,2004,4,415200,2016-11-09,10064,91.0,3499,35213936
Mount & Blade II: Bannerlord,2285988,41337,4261,3141,56,261550,2022-10-25,176240,87.0,4999,881023760
Mount & Blade: Warband,589235,7416,1244,803,9,48700,2010-03-31,119491,97.0,1999,238862509
Mount Your Friends,235451,1038,636,316,1,296470,2014-07-29,5134,95.0,499,2561866
Move or Die,202884,1275,319,273,1,323850,2016-01-21,15672,90.0,1499,23492328
MudRunner,219667,10660,2194,305,14,675010,2017-10-30,24420,90.0,2999,73235580
MultiVersus,5163589,230586,79612,6970,311,1818750,2022-07-19,69218,86.65,3999,276802782
Murder House,607620,1855,655,817,2,1064460,2020-10-22,1529,96.0,1199,1833271
Mutant Year Zero: Road to Eden,1357201,22041,3146,1826,29,760060,2018-12-04,11962,90.0,3499,41855038
My Friend Pedro,568454,11299,4535,783,15,557340,2019-06-20,22538,96.0,1999,45053462
My Friendly Neighborhood,1030633,12786,2686,1387,17,1574260,2023-07-18,774,96.0,2999,2321226
My Summer Car,609976,5069,740,832,6,516750,2016-10-24,51036,94.0,1499,76502964
Myth of Empires,1935875,30442,2028,2692,42,1371580,2021-11-18,7091,74.2,2999,21265909
NARAKA: BLADEPOINT,1743149,95863,15759,2367,129,1203220,2021-08-11,147241,74.0,1999,294334759
NBA 2K17,2071392,165159,27721,2849,226,385760,2016-09-20,6033,50.0,5999,36191967
NBA 2K18,1567584,130375,21265,2145,178,577800,2017-09-14,14914,50.0,5999,89469086
NBA 2K19,2347942,192930,28895,3223,264,841370,2018-09-06,15665,42.74,5999,93974335
NBA 2K20,4911758,372656,38292,6714,508,1089350,2019-09-05,45766,63.92,5999,274550234
NBA 2K21,6662712,561472,52794,9161,771,1225330,2020-09-03,28226,59.18,5999,169327774
NBA 2K22,4789599,450538,62925,6573,617,1644960,2021-09-09,29659,58.0,5999,177924341
NBA 2K23,4180801,575837,94867,5746,789,1919590,2022-09-08,32208,64.0,5999,193215792
NEKOPARA Vol. 2,116412,498,135,167,0,420110,2016-02-19,10637,97.0,999,10626363
Naval Action,142677,7021,596,197,9,311310,2019-06-13,11335,58.0,3999,45328665
Necromunda: Hired Gun,793254,14071,2650,1103,19,1222370,2021-05-31,4540,70.0,3999,18155460
Neon Abyss,896701,27378,4420,1206,36,788100,2020-07-14,17427,87.0,1999,34836573
New World,9582426,258221,17509,13057,351,1063730,2021-09-28,221055,70.0,3999,883998945
Next Day: Survival,340346,8166,1744,458,10,519190,2018-05-21,8550,63.0,999,8541450
Nickelodeon All-Star Brawl,3802621,41273,9121,5117,55,1414850,2021-10-04,4137,78.0,4999,20680863
Night in the Woods,484426,4379,902,661,5,481510,2017-02-21,13447,94.0,1999,26880553
Night of the Dead,1144321,15320,1613,1567,20,1377380,2020-08-28,7741,79.0,2499,19344759
No Man's Sky,2041884,85061,12768,2777,115,275850,2016-08-12,206676,76.0,5999,1239849324
Noita,772360,13835,2119,1052,18,881100,2020-10-15,50808,95.0,1999,101565192
Northgard,260553,5441,1080,350,7,466560,2018-03-07,42983,88.0,2999,128906017
Not Tonight,250367,1767,476,336,2,733790,2018-08-17,1603,87.0,1999,3204397
Nuclear Throne,212418,4013,930,287,5,242680,2015-12-05,12418,96.0,1199,14889182
Obduction,163507,2390,460,220,3,306760,2016-08-24,2732,77.0,2999,8193268
Observation,731205,5989,1330,984,8,906100,2020-05-21,3745,79.0,2499,9358755
Old School Musical,227785,1288,384,316,1,398030,2018-09-13,579,91.0,1299,752121
One Hour One Life,1118318,4793,767,1555,6,595690,2018-11-08,3122,80.0,1999,6240878
